#offerId;monthlyFee;newContractsForMonth;sameContractsForMonth;CancelledContractsForMonth
4863;17,61;74;195;27
4864;38,11;73;120;6
4865;38,27;44;32;32
4866;38,55;48;87;21
4867;10,34;33;147;28
4868;33,1;7;196;21
4869;30,75;81;85;34
4870;10,14;92;70;38
4871;18,08;54;48;47
4872;25,42;21;80;36
4873;12,76;97;192;47
4874;12,72;10;85;13
4875;16,6;17;147;38
4876;21,6;13;170;34
4877;28,53;89;104;38
4878;25,06;62;4;41
4879;19,24;99;179;3
4880;33,97;0;176;14
4881;28,19;4;144;47
4882;36,14;13;100;28
4883;22,15;18;147;7
4884;28,4;85;58;21
4885;37,22;55;109;15
4886;25,05;79;102;0
4887;17,13;39;33;49
4888;31,56;67;166;30
4889;21,33;48;195;26
4890;10,53;78;90;4
4891;15,63;55;13;27
4892;38,98;14;67;23
4893;21,21;7;182;27
4894;18,94;33;40;5
4895;35,44;59;47;31
4896;36,46;28;131;20
4897;18,38;82;139;15
4898;37,25;33;29;50
4899;34,04;22;152;3
4900;30,66;76;85;20
4901;18,98;97;175;27
4902;27,7;39;111;27
4903;25,21;66;124;40
4904;24,55;64;28;41
4905;23,28;8;1;7
4906;11;65;109;43
4907;34,26;43;108;5
4908;22,3;28;170;40
4909;25,86;40;147;28
4910;36,99;34;25;30
4911;27,17;2;73;30
4912;24,79;34;1;34
4913;32,06;40;114;35
4914;31,56;94;20;27
4915;25,23;74;134;36
4916;20,56;90;139;16
4917;32,76;67;99;31
4918;37,95;28;32;5
4919;10,01;46;193;11
4920;30,4;24;154;32
4921;16,44;93;130;49
4922;29,32;78;177;23
4923;39,97;48;18;45
4924;26,03;10;195;8
4925;14,99;67;33;35
4926;39,99;56;126;4
4927;28,4;21;109;50
4928;34,96;63;181;36
4929;36,63;5;109;31
4930;27,63;100;21;49
4931;10,44;38;155;13
4932;22,16;7;138;27
4933;18,16;63;105;3
4934;21,77;53;117;15
4935;18,92;1;177;46
4936;38,55;89;91;23
4937;33,44;72;77;18
4938;16,32;77;71;7
4939;19,75;8;138;44
4940;12,46;98;154;16
4941;33,26;56;149;49
4942;11,17;21;1;15
4943;16,77;54;108;14
4944;21,47;85;105;1
4945;19,96;35;75;14
4946;32,86;57;137;27
4947;24,35;46;185;19
4948;17,98;51;148;47
4949;12,7;95;81;16
4950;23,46;2;198;35
4951;20,63;54;50;37
4952;27,28;66;40;42
4953;20,68;88;35;48
4954;37,3;58;130;45
4955;25,07;10;141;45
4956;11,65;39;109;34
4957;11,42;32;175;18
4958;16,51;64;11;46
4959;18,67;100;72;36
4960;39,85;33;168;13
4961;24,25;97;33;17
4962;37,4;95;118;3
4963;30,91;49;151;23
4964;20,64;10;84;0
4965;21,44;97;131;3
4966;18,25;61;141;35
4967;16,91;58;30;18
4968;36,81;22;108;40
4969;15,9;86;158;17
4970;13,24;57;161;25
4971;28,92;74;4;45
4972;35,54;40;147;14
4973;20,42;75;29;19
4974;28,54;92;113;20
4975;14,99;86;154;12
4976;14,89;63;114;38
4977;11,97;33;120;30
4978;17,68;85;74;6
4979;20,67;30;174;50
4980;17,37;35;9;15
4981;21,39;100;91;0
4982;36,17;30;10;6
4983;17,77;55;144;14
4984;21,69;15;163;13
4985;18,65;5;55;13
4986;21,47;18;158;31
4987;12,85;21;192;33
4988;28,04;69;196;36
4989;12,68;92;183;47
4990;10,93;41;80;4
4991;17,32;57;14;40
4992;22,43;93;68;34
4993;35,26;61;128;23
4994;39,41;86;98;9
4995;18,89;3;28;33
4996;17,52;7;128;44
4997;27,74;80;144;34
4998;11,15;24;190;27
4999;38,76;63;97;11
5000;12,97;97;97;4
5001;30,52;7;128;37
5002;28,24;26;147;26
5003;25,97;9;46;23
5004;35,75;89;189;10
5005;23,55;38;42;37
5006;19,32;58;80;6
5007;31,79;7;145;9
5008;19,81;18;39;38
5009;13,31;43;121;48
5010;22,18;22;125;21
5011;12,79;83;168;42
5012;23,64;63;119;38
5013;20,18;52;170;11
5014;13,67;44;178;16
5015;26,38;27;80;26
5016;23,23;52;82;15
5017;11,63;25;121;15
5018;20,89;40;15;33
5019;30,64;17;134;32
5020;28,98;70;30;29
5021;30,97;27;139;34
5022;26,36;88;103;19
5023;38,32;60;30;1
5024;10,72;91;22;43
5025;14,58;5;148;21
5026;22,89;90;13;45
5027;37,71;90;140;41
5028;31,14;70;188;48
5029;10,68;100;62;2
5030;22,28;92;139;5
5031;16,23;15;176;46
5032;28,6;94;93;5
5033;18,11;40;50;47
5034;35,59;35;104;38
5035;30,83;4;51;3
5036;32,54;60;193;9
5037;23,79;20;66;21
5038;39,2;38;28;39
5039;18,89;37;22;42
5040;32,69;22;58;16
5041;11,28;77;82;13
5042;21,98;13;152;5
5043;13,88;67;112;35
5044;20,23;9;10;38
5045;10,48;64;131;27
5046;27;43;155;43
5047;20,67;97;74;18
5048;36,64;87;10;4
5049;38,43;79;158;40
5050;18,42;8;78;15
5051;20,29;33;3;27
5052;15,47;32;144;43
5053;19,45;86;43;4
5054;38,89;50;30;42
5055;12,57;15;169;16
5056;28;66;187;7
5057;10,56;13;35;22
5058;31,4;7;13;27
5059;21;4;113;44
5060;15,35;94;185;41
5061;17,93;14;133;47
5062;31,2;28;109;31
5063;27,8;46;173;8
5064;25,79;13;104;10
5065;29,24;90;0;1
5066;27,24;70;157;30
5067;31,12;83;85;39
5068;14,99;42;29;33
5069;18,36;88;25;35
5070;23,75;74;199;17
5071;32,86;84;194;28
5072;20,22;13;193;44
5073;31,68;73;117;3
5074;27,41;15;166;2
5075;20,26;75;178;9
5076;13,45;30;99;32
5077;19,97;94;168;6
5078;38,13;83;166;20
5079;38,44;29;109;33
5080;33,68;25;23;30
5081;28,84;14;54;50
5082;31,95;5;31;17
5083;26,82;87;167;23
5084;16,88;14;155;30
5085;15,55;52;155;26
5086;30,35;39;54;33
5087;20,19;41;137;46
5088;23,62;27;140;34
5089;16,84;69;132;47
5090;18,38;37;195;24
5091;13,07;30;115;36
5092;34,8;68;140;12
5093;12,88;56;141;35
5094;32,57;22;57;15
5095;35,32;8;110;29
5096;10,06;71;25;25
5097;28,54;68;123;18
5098;38,35;46;46;28
5099;24,64;34;95;17
5100;38,35;97;61;28
5101;32,81;36;97;9
5102;33,92;91;32;50
5103;22,14;53;88;10
5104;12,58;25;158;5
5105;16,19;48;53;43
5106;36,32;13;59;36
5107;24,57;53;33;9
5108;20,4;22;110;30
5109;29,65;56;126;50
5110;24,81;73;71;36
5111;10,24;6;87;27
5112;33,32;65;41;0
5113;24,19;21;67;26
5114;25,27;95;92;7
5115;12,71;74;95;41
5116;15,43;56;163;37
5117;27,1;40;105;13
5118;12,52;48;115;10
5119;18,62;89;39;24
5120;35,71;60;25;31
5121;15,68;34;94;34
5122;29,58;10;29;2
5123;14,77;14;103;37
5124;35,82;75;79;37
5125;37,71;80;25;44
5126;35,92;68;178;42
5127;11,98;19;82;42
5128;27,83;36;179;6
5129;28,71;93;159;39
5130;22,29;71;144;24
5131;24,91;66;61;32
5132;30,1;33;77;40
5133;39,65;12;181;16
5134;24,33;4;32;45
5135;34,12;71;43;3
5136;21,99;11;108;6
5137;26,06;22;108;39
5138;30,18;42;76;6
5139;33,99;63;155;42
5140;28,76;17;142;17
5141;32,64;25;76;47
5142;26,53;64;145;34
5143;19,07;87;70;1
5144;29,81;61;28;10
5145;17,76;23;57;5
5146;33,22;93;55;42
5147;29,97;81;110;0
5148;11,29;27;96;49
5149;16,85;52;133;46
5150;38,57;12;176;32
5151;32,85;37;22;50
5152;21,42;47;136;30
5153;26,82;26;42;37
5154;26,09;21;38;19
5155;19,26;51;81;3
5156;15,92;15;60;8
5157;15,74;84;197;47
5158;24,37;48;43;44
5159;31,41;21;183;0
5160;20,43;80;131;34
5161;25,19;39;69;9
5162;13,7;7;93;13
5163;25,27;15;173;50
5164;11,62;47;2;45
5165;20,99;31;112;3
5166;22,58;94;185;39
5167;36,87;86;51;0
5168;26,78;52;93;6
5169;36,94;5;168;1
5170;32,4;38;115;0
5171;29,37;51;45;4
5172;34,69;26;103;31
5173;24,92;2;114;10
5174;35,64;90;106;43
5175;18,88;12;51;9
5176;30,19;93;33;16
5177;20,01;7;95;23
5178;10,38;36;171;45
5179;30,81;80;172;8
5180;28,08;96;18;47
5181;10,42;36;42;49
5182;25,54;72;140;6
5183;12,91;46;139;20
5184;24,23;9;167;45
5185;24,54;1;193;9
5186;21,89;29;172;11
5187;21,45;71;135;24
5188;38,39;98;188;44
5189;39,67;6;65;18
5190;11,32;67;95;42
5191;15,64;63;86;44
5192;38,53;78;28;17
5193;27,77;29;132;24
5194;36,35;89;69;38
5195;34,39;43;62;8
5196;22,13;28;112;4
5197;27,74;2;161;27
5198;25,91;26;97;5
5199;16,22;82;197;36
5200;37,07;69;136;15
5201;25,59;63;94;18
5202;12,2;25;148;11
5203;20,99;59;173;48
5204;26,76;30;159;48
5205;31,87;86;141;44
5206;21,91;56;194;46
5207;30,69;30;83;44
5208;28,76;73;125;33
5209;16,77;6;66;13
5210;39,76;61;12;39
5211;13,26;14;35;18
5212;26,45;33;173;28
5213;18,33;54;12;43
5214;32,05;93;38;41
5215;21,8;30;111;18
5216;14,35;73;53;24
5217;30,39;29;37;10
5218;36,33;8;55;42
5219;21,05;6;183;13
5220;27,24;95;1;2
5221;21,27;79;12;41
5222;37,09;96;103;31
5223;38,01;83;113;5
5224;39,52;4;177;26
5225;23,28;91;164;42
5226;22,28;3;108;23
5227;12,23;91;86;41
5228;28,4;38;30;4
5229;37,66;31;191;25
5230;23,32;0;180;41
5231;27,19;53;30;42
5232;20,35;49;54;50
5233;27,39;94;130;9
5234;26,22;29;122;23
5235;33,23;81;4;19
5236;20,96;100;175;32
5237;16,31;5;160;2
5238;17,53;27;33;18
5239;26,83;20;134;2
5240;20,76;35;199;49
5241;30,63;56;41;0
5242;22,77;76;38;13
5243;16,26;70;131;0
5244;25,17;85;172;15
5245;20,2;5;81;38
5246;35,21;66;186;9
5247;29,89;4;110;17
5248;25,51;59;65;25
5249;13,13;91;143;12
5250;11,47;84;56;42
5251;22,9;71;94;46
5252;14,58;18;78;38
5253;29,39;55;114;5
5254;13,78;36;149;18
5255;36,63;33;137;41
5256;34,45;27;192;8
5257;17,92;45;16;39
5258;26,93;18;191;41
5259;20,2;99;175;37
5260;31,04;72;156;15
5261;15,33;69;5;40
5262;34,56;44;158;21
5263;37,81;28;160;35
5264;32,22;24;115;26
5265;27,75;64;161;36
5266;35,76;29;0;14
5267;15,83;35;58;7
5268;13,79;57;160;21
5269;15,99;92;194;10
5270;13,74;79;181;40
5271;35,2;74;13;17
5272;21,05;9;61;50
5273;31,12;38;3;35
5274;20,31;98;24;16
5275;29,05;50;89;25
5276;23,74;12;9;28
5277;32,26;14;169;36
5278;22,74;36;102;40
5279;18,26;84;53;48
5280;11,53;11;77;24
5281;26,8;58;43;11
5282;25,64;88;45;24
5283;17,4;1;40;14
5284;23,87;75;122;17
5285;22,18;34;109;15
5286;23,86;94;64;2
5287;31,07;14;77;41
5288;19,89;86;7;22
5289;34,14;18;193;35
5290;34,05;17;103;6
5291;26,92;37;92;20
5292;20,66;58;84;7
5293;12,42;61;146;2
5294;29,97;49;149;39
5295;39,33;8;46;29
5296;20,3;46;167;15
5297;36,44;15;9;42
5298;16,79;28;67;31
5299;12,35;93;79;24
5300;31,06;99;123;20
5301;18,7;88;97;35
5302;22,75;67;152;13
5303;34,66;28;135;45
5304;38,23;25;79;8
5305;19,3;35;1;28
5306;19,77;58;45;9
5307;32,87;19;160;50
5308;29,04;51;136;19
5309;30,44;2;4;33
5310;37,1;97;127;18
5311;38,42;56;31;2
5312;16,28;87;87;43
5313;37,66;2;125;31
5314;11,31;45;39;34
5315;39,96;59;182;43
5316;16,99;61;90;44
5317;24,72;49;181;40
5318;23,6;77;48;9
5319;32,99;94;79;43
5320;36,38;88;54;50
5321;20,5;20;115;24
5322;16,05;37;136;46
5323;16,2;68;64;42
5324;13,5;49;18;26
5325;22;31;101;12
5326;23,13;64;36;47
5327;21,45;62;148;14
5328;32,74;27;81;38
5329;27,94;27;146;43
5330;16,65;16;42;20
5331;29,41;23;146;33
5332;18,37;76;136;38
5333;39,21;95;197;16
5334;22,48;32;165;29
5335;32,41;31;136;12
5336;30,29;90;27;33
5337;34,78;53;36;33
5338;36,27;69;22;13
5339;29,58;94;57;20
5340;27,06;19;185;7
5341;23,67;71;97;13
5342;37,23;27;86;19
5343;22,69;40;179;22
5344;11,69;10;69;41
5345;24,44;16;105;31
5346;10,54;7;108;30
5347;25,24;28;41;43
5348;32,55;66;171;3
5349;38,95;80;136;36
5350;25,12;16;178;1
5351;30,57;28;123;27
5352;36,27;28;144;21
5353;18,4;99;129;41
5354;17,35;24;131;12
5355;21,77;66;112;20
5356;13,86;27;30;0
5357;16,03;54;31;26
5358;35,04;65;123;32
5359;27,1;63;40;17
5360;10,52;98;132;7
5361;21,12;53;139;16
5362;20,53;33;118;1
5363;28,53;15;3;17
5364;36,28;46;199;5
5365;25;16;18;31
5366;30,61;33;45;32
5367;35,38;13;19;11
5368;19,32;19;189;8
5369;14,35;7;58;28
5370;26,02;85;173;9
5371;38,58;78;61;21
5372;33,99;46;49;5
5373;18,7;81;32;1
5374;38,68;80;84;23
5375;36,17;84;1;0
5376;32,5;59;35;46
5377;36,59;42;118;47
5378;34,62;3;126;12
5379;36,94;100;41;39
5380;30,6;95;116;5
5381;21,08;5;135;17
5382;17,99;74;24;13
5383;32,84;60;175;9
5384;22,29;1;121;27
5385;25,9;52;53;0
5386;21,31;69;182;46
5387;26,6;25;179;5
5388;36,81;52;58;8
5389;38,77;93;53;45
5390;37,17;9;122;45
5391;16,22;41;177;6
5392;33,82;18;49;40
5393;27,47;30;41;37
5394;14,26;15;11;49
5395;24,78;90;114;4
5396;18,82;75;6;12
5397;23,14;48;184;17
5398;38,26;55;29;34
5399;25,6;55;81;9
5400;17,08;9;140;30
5401;22,89;41;66;48
5402;24,91;94;184;29
5403;16,83;84;78;3
5404;32,69;12;30;22
5405;11,38;31;76;1
5406;21,47;87;144;28
5407;24,88;19;133;15
5408;12,74;82;114;42
5409;20,12;69;10;19
5410;29,59;47;85;14
5411;39,73;18;5;29
5412;31,57;4;73;4
5413;31,29;44;176;14
5414;33,55;30;183;2
5415;14,69;41;157;40
5416;34,3;23;154;50
5417;35,88;11;9;5
5418;27,05;34;57;48
5419;36,65;13;195;30
5420;11,43;86;98;15
5421;21,56;24;192;5
5422;38,62;44;105;16
5423;27,06;41;193;48
5424;31,4;62;6;12
5425;27,37;82;174;44
5426;11,15;59;54;40
5427;25,19;94;14;9
5428;10,19;75;122;32
5429;31,95;1;178;26
5430;32,78;12;152;5
5431;14,72;60;93;23
5432;10,71;31;151;15
5433;39,41;41;150;25
5434;24,12;32;33;39
5435;24,33;3;177;37
5436;36,98;22;89;16
5437;12,67;52;16;50
5438;30,96;47;195;4
5439;20,79;65;5;28
5440;35,67;12;66;11
5441;36,03;48;154;30
5442;37,76;58;198;2
5443;30,89;64;68;0
5444;16,44;69;188;13
5445;21,32;18;196;6
5446;16,5;17;18;9
5447;21,36;1;10;15
5448;39,59;76;1;50
5449;38,6;97;2;1
5450;16,12;34;63;37
5451;35,53;14;36;37
5452;22,63;53;34;19
5453;14,12;7;107;9
5454;17,68;6;127;21
5455;37,89;21;37;48
5456;19,59;54;68;42
5457;35,42;71;45;17
5458;37,07;98;115;30
5459;14,05;36;75;49
5460;38,62;88;143;13
5461;13,15;53;11;33
5462;32,47;72;24;9
5463;37,43;86;156;50
5464;26,21;75;99;8
5465;28,96;85;77;12
5466;10,27;86;79;28
5467;19,11;62;96;7
5468;37,6;96;184;17
5469;13,34;22;91;9
5470;15,47;75;60;16
5471;34,39;84;106;10
5472;30,45;18;84;30
5473;22,47;56;161;25
5474;34,48;89;14;29
5475;36,6;86;42;44
5476;34,76;18;85;37
5477;18,84;80;72;39
5478;38,44;100;91;47
5479;18,32;57;122;41
5480;35,98;53;192;14
5481;19,44;30;106;12
5482;30,22;39;136;0
5483;18,3;23;126;15
5484;26,98;40;198;31
5485;20,21;54;43;30
5486;13,86;28;90;9
5487;12,19;65;43;49
5488;21,55;6;113;43
5489;11,58;78;200;48
5490;29,54;30;106;1
5491;33,5;11;31;3
5492;17,98;62;92;18
5493;13,65;63;151;36
5494;14,55;62;178;37
5495;30,73;67;65;31
5496;16,92;87;150;41
5497;39,87;4;140;0
5498;31,95;89;164;24
5499;22,14;93;97;48
5500;33,42;24;151;33
5501;22,01;12;116;32
5502;26,2;65;36;27
5503;11,86;90;56;24
5504;13,59;59;25;17
5505;35,9;71;172;24
5506;25,98;38;135;30
5507;38,13;13;19;26
5508;17,98;62;138;46
5509;36,73;53;39;47
5510;16,8;74;149;44
5511;10,04;73;29;22
5512;34,31;22;138;43
5513;22,82;22;92;39
5514;39,93;73;109;7
5515;11,88;75;153;7
5516;28,94;43;185;0
5517;35,06;88;200;4
5518;19,98;30;132;2
5519;15,2;87;117;5
5520;13,67;57;143;32
5521;20,9;74;27;25
5522;20,05;9;22;16
5523;19,35;86;178;26
5524;23,01;10;113;12
5525;27,74;64;158;18
5526;25,93;45;138;38
5527;36,45;47;78;13
5528;17,83;85;11;46
5529;21,37;27;128;46
5530;37,27;50;182;28
5531;31,43;4;134;20
5532;24,71;1;154;3
5533;26,89;96;106;36
5534;15,68;98;138;10
5535;39,22;58;9;35
5536;13,03;81;38;47
5537;32,57;60;122;10
5538;9,99;53;105;36
5539;16,82;0;11;46
5540;21,37;23;122;3
5541;16,6;72;75;32
5542;16,97;1;127;33
5543;19,82;55;179;46
5544;29,74;4;96;6
5545;38,51;50;89;13
5546;25,71;75;25;8
5547;28,03;13;77;13
5548;11,09;52;121;43
5549;32,91;49;110;20
5550;21,55;100;54;25
5551;35,41;97;169;16
5552;28,05;25;125;12
5553;11,31;69;44;20
5554;20,59;99;148;40
5555;10,74;2;65;44
5556;25,49;41;137;29
5557;17,52;71;189;1
5558;36,73;1;86;11
5559;13,17;23;109;38
5560;31,45;69;93;34
5561;10,31;75;0;37
5562;27,89;72;55;48
5563;38,38;73;7;19
5564;12,86;94;174;37
5565;19,08;86;25;50
5566;26,78;64;53;7
5567;36,62;34;113;13
5568;30,6;53;53;42
5569;27,88;74;87;38
5570;25,87;40;154;16
5571;37,62;79;97;7
5572;19,72;47;6;0
5573;29,29;34;11;6
5574;10,69;53;79;27
5575;19,61;51;107;42
5576;26,92;32;60;41
5577;37,78;19;25;10
5578;18,92;99;19;29
5579;35,25;68;167;4
5580;23,9;43;153;18
5581;39,36;5;132;6
5582;17,19;64;30;26
5583;14,44;47;45;31
5584;14,76;84;1;24
5585;14,55;63;192;30
5586;39,94;52;181;27
5587;23,76;54;45;22
5588;25,07;22;71;50
5589;15,14;66;105;17
5590;14,61;75;195;6
5591;38,02;45;167;34
5592;25,83;46;179;40
5593;29,8;84;161;21
5594;14,99;18;66;6
5595;33,82;41;88;44
5596;25,6;23;76;22
5597;34,42;42;0;44
5598;23,59;47;110;27
5599;36,22;47;161;20
5600;30,73;28;140;40
5601;26,21;32;148;5
5602;23,05;20;50;34
5603;31,11;59;111;9
5604;35,36;96;172;46
5605;24,05;56;145;50
5606;18,23;61;140;15
5607;35,83;52;128;25
5608;19,29;37;183;20
5609;32,87;97;169;45
5610;21,55;53;68;28
5611;36,21;19;193;11
5612;17,45;63;182;43
5613;21,78;95;68;24
5614;10,29;72;124;11
5615;33,07;89;162;2
5616;28,08;30;118;22
5617;19,57;94;195;34
5618;26,44;45;124;34
5619;13,02;13;151;4
5620;22,69;62;86;6
5621;26,43;92;76;14
5622;29,06;9;51;16
5623;26,08;69;161;37
5624;30,78;43;87;40
5625;39,25;31;135;24
5626;10,95;83;51;12
5627;16,63;92;121;7
5628;32,79;50;183;5
5629;36,48;26;70;12
5630;33,05;56;62;50
5631;17,56;48;107;32
5632;11,3;19;153;35
5633;25,51;14;69;10
5634;19,81;80;129;34
5635;39,32;44;167;50
5636;38,42;63;199;11
5637;22,44;36;53;7
5638;19,29;60;18;27
5639;35,67;86;63;40
5640;17,62;28;28;30
5641;11,3;24;193;23
5642;21,3;92;54;40
5643;11,66;5;121;9
5644;37,74;16;153;1
5645;24,75;5;125;49
5646;29,06;47;157;16
5647;27,84;98;65;35
5648;36,01;76;176;2
5649;21,41;13;152;19
5650;11,86;26;182;49
5651;19,07;51;38;17
5652;39,06;24;162;4
5653;34,27;58;114;46
5654;23,97;79;63;6
5655;15,93;35;16;33
5656;20,81;66;124;39
5657;28,32;1;10;37
5658;18,51;58;152;40
5659;12,19;60;124;28
5660;24,35;10;25;18
5661;15,55;41;36;24
5662;32,31;45;62;10
5663;11,76;4;36;4
5664;15,82;57;2;15
5665;29,37;85;179;29
5666;35,17;80;34;26
5667;11,79;36;21;50
5668;20,46;6;74;11
5669;36,33;42;150;40
5670;10,94;74;90;20
5671;24,39;98;57;5
5672;12,66;59;60;11
5673;15,57;16;152;44
5674;32,58;32;139;34
5675;33,98;99;46;39
5676;33,13;95;175;43
5677;14,48;99;69;47
5678;10,72;21;114;24
5679;36,24;86;156;22
5680;37,53;87;29;8
5681;10,1;16;152;23
5682;23,78;84;19;44
5683;34,89;15;45;33
5684;23,42;34;187;28
5685;29,66;52;71;26
5686;21,56;18;89;10
5687;16,05;55;36;39
5688;12,14;51;48;49
5689;18,25;82;133;28
5690;25,13;89;143;41
5691;37,54;0;160;12
5692;23,26;27;157;2
5693;14,27;31;168;20
5694;39,97;24;73;41
5695;25,27;74;142;37
5696;28,41;28;58;36
5697;13,88;69;107;21
5698;22,66;20;97;46
5699;13,88;17;85;48
5700;26,57;61;85;11
5701;23,87;64;142;7
5702;29,98;51;73;26
5703;33,76;76;187;17
5704;18,32;10;198;10
5705;22,82;26;69;6
5706;25,97;55;94;16
5707;37,97;53;97;18
5708;18,49;4;121;50
5709;36,21;35;85;12
5710;39,27;49;174;50
5711;10,56;97;125;2
5712;22,96;17;48;11
5713;29,56;89;116;50
5714;17,79;75;81;47
5715;25,87;58;184;6
5716;29,56;25;23;27
5717;29,19;98;123;6
5718;15,92;0;166;33
5719;29,64;77;154;14
5720;16,2;58;36;33
5721;10,51;53;125;46
5722;36,12;68;106;49
5723;35,33;37;18;21
5724;28,37;84;194;46
5725;26,98;71;65;27
5726;18,82;76;10;24
5727;11,14;61;195;45
5728;25,46;83;118;30
5729;34,2;31;48;37
5730;21,63;63;196;9
5731;32,15;43;177;21
5732;23,93;27;190;12
5733;22,71;65;70;45
5734;17,96;91;12;1
5735;33,74;2;93;15
5736;34,72;18;2;7
5737;17,76;19;90;50
5738;21,7;70;128;46
5739;18,9;56;141;9
5740;26,28;85;53;35
5741;23,47;39;76;23
5742;17,11;29;9;9
5743;34,69;0;187;15
5744;10,27;97;109;14
5745;11,85;56;163;23
5746;22,48;96;181;13
5747;29,86;22;144;39
5748;33,57;18;189;34
5749;21,68;11;191;42
5750;22,07;62;34;37
5751;36,23;83;77;23
5752;35,4;52;200;5
5753;20,63;82;41;16
5754;24,44;72;198;33
5755;37,66;2;151;35
5756;14,34;41;85;44
5757;30,62;10;61;22
5758;10,59;93;198;10
5759;37,54;66;162;31
5760;23,7;30;175;27
5761;13,61;50;195;21
5762;14,84;29;188;45
5763;17,37;92;109;38
5764;32,87;11;29;26
5765;20,72;65;91;48
5766;10,54;78;79;20
5767;15,67;79;126;2
5768;21,68;8;197;33
5769;32,65;91;125;46
5770;31,37;17;198;26
5771;36,86;26;122;50
5772;27,59;49;32;24
5773;38,64;76;82;8
5774;11,51;75;140;35
5775;27,09;30;179;0
5776;27,93;24;49;11
5777;14,97;53;64;46
5778;25,65;49;66;46
5779;13,84;92;178;42
5780;37,43;8;36;6
5781;14,62;36;142;7
5782;17,61;21;45;19
5783;16,31;24;21;46
5784;33,3;80;127;45
5785;33,96;99;148;30
5786;24,66;65;192;23
5787;19;39;195;15
5788;25,01;55;154;22
5789;36,71;15;99;29
5790;14,21;71;70;33
5791;34,21;15;64;36
5792;16,83;89;160;49
5793;26,3;7;51;6
5794;26,03;80;78;22
5795;29,31;7;11;10
5796;33,06;39;131;38
5797;16,19;72;175;17
5798;27,56;60;143;30
5799;32,67;73;105;2
5800;19,25;25;16;7
5801;22,28;40;6;1
5802;36,93;50;54;28
5803;19,88;60;183;40
5804;18,15;73;147;39
5805;10,19;25;63;2
5806;16,44;75;63;12
5807;17,35;35;90;33
5808;18,24;36;58;24
5809;12,15;6;197;10
5810;15,41;55;63;24
5811;33,48;66;132;12
5812;27,73;17;73;0
5813;38,58;18;12;9
5814;24,82;50;138;50
5815;39,61;98;99;19
5816;34,59;40;9;21
5817;15,58;60;169;43
5818;19,64;12;127;44
5819;15,56;7;67;1
5820;37,65;79;98;50
5821;39,72;39;57;40
5822;34,69;70;178;13
5823;12,35;32;76;10
5824;26,5;63;86;17
5825;16,03;48;44;18
5826;22,09;27;56;46
5827;25,15;59;80;43
5828;20,28;8;136;21
5829;16,15;51;15;8
5830;10,09;85;175;18
5831;30,24;73;104;6
5832;24,6;15;119;14
5833;39,34;89;0;3
5834;38,37;73;25;1
5835;16,08;57;139;27
5836;35,26;59;3;25
5837;21,36;8;108;1
5838;39,38;68;8;30
5839;19,35;91;21;7
5840;34,02;13;81;30
5841;14,23;41;197;35
5842;10,55;84;196;21
5843;11,46;10;108;25
5844;32,75;78;69;5
5845;16,91;98;150;11
5846;14,61;1;111;32
5847;13,86;26;163;32
5848;16,64;90;132;28
5849;10,88;18;0;50
5850;35,66;20;57;50
5851;14,04;23;141;47
5852;18,94;55;126;33
5853;31,68;65;107;38
5854;11,16;26;129;18
5855;18,6;76;18;28
5856;33,2;8;104;31
5857;30,79;80;31;8
5858;18,19;69;34;15
5859;31,67;13;96;31
5860;35,14;6;86;29
5861;16,29;23;29;29
5862;38,43;35;112;1
5863;18,66;82;193;0
5864;18,01;83;91;27
5865;23,28;73;115;40
5866;28,48;74;38;12
5867;19,08;9;68;48
5868;18,38;45;92;10
5869;24,83;3;177;38
5870;12,36;72;132;22
5871;18,9;80;146;21
5872;20,26;44;13;23
5873;19,4;47;69;9
5874;36,2;97;99;17
5875;10,13;11;152;25
5876;23,94;51;50;28
5877;15,39;26;21;1
5878;21,83;49;9;32
5879;15,09;22;127;35
5880;33,96;35;7;40
5881;25,52;30;169;0
5882;36,29;45;54;22
5883;23,4;60;154;42
5884;34,07;95;40;21
5885;10,32;36;199;22
5886;20,33;33;146;32
5887;15,65;38;20;34
5888;22,13;56;2;14
5889;24,89;17;107;17
5890;14,22;30;67;7
5891;33,62;59;26;36
5892;39,97;6;3;18
5893;16,97;21;172;13
5894;33,1;60;80;28
5895;35,07;38;198;16
5896;35,65;97;114;44
5897;29,55;38;103;47
5898;11,18;50;164;17
5899;30,85;12;135;28
5900;25,88;62;72;0
5901;39,17;97;127;6
5902;16,4;43;160;37
5903;27,38;70;87;35
5904;21,8;85;115;49
5905;23,09;59;14;25
5906;11,01;62;193;49
5907;12,87;15;81;12
5908;16,11;3;4;45
5909;17,43;1;167;41
5910;13,53;40;70;15
5911;22,71;31;141;38
5912;33,54;88;66;42
5913;17,3;21;118;15
5914;37,78;62;152;41
5915;38,86;32;176;18
5916;14,41;2;96;4
5917;34,96;32;174;30
5918;36,37;33;85;7
5919;19,87;11;30;47
5920;35,63;58;157;50
5921;16,66;33;97;18
5922;39,23;9;58;9
5923;37,54;36;95;14
5924;23,91;91;178;12
5925;32,29;100;11;45
5926;20,09;85;16;33
5927;17,52;55;98;42
5928;19,81;21;83;1
5929;38,94;88;41;25
5930;15,35;25;122;19
5931;36,07;41;140;38
5932;37,97;46;155;32
5933;22,8;69;160;23
5934;27,1;47;147;50
5935;10;76;150;13
5936;34,54;74;131;26
